Time[fs] MSD(Mn) MSD(O) MSD(Y) VAC(Mn) VAC(O) VAC(Y) Samples(Mn) Samples(O) Samples(Y) VAC_trunc(Mn) VAC_trunc(O) VAC_trunc(Y) Jt 
264 0.00282215 0.0031075 0.00351105 0.0579893 0.0340263 0.00509244 7704 7704 23112 0.0571258 0.0335196 0.00501661 0.0537102
265.5 0.00282785 0.00311783 0.00351353 0.0593108 0.0349099 0.00843746 7704 7704 23112 0.0584176 0.0343842 0.00831039 0.0481842
267 0.00283388 0.00312806 0.00351635 0.0591791 0.0352336 0.0117833 7704 7704 23112 0.0582778 0.034697 0.0116038 0.0385958
268.5 0.00284025 0.00313862 0.00351952 0.0573365 0.0335993 0.015461 7704 7704 23112 0.0564535 0.0330819 0.0152229 0.0289025
270 0.00284708 0.00314958 0.00352243 0.0556657 0.0311518 0.0187816 7704 7704 23112 0.0547988 0.0306667 0.0184891 0.0243668
271.5 0.00285418 0.00316029 0.00352595 0.0557033 0.0289441 0.0207631 7704 7704 23112 0.0548261 0.0284883 0.0204362 0.0240432
273 0.00286165 0.00317155 0.0035304 0.0576892 0.0284728 0.0214747 7704 7704 23112 0.0567708 0.0280195 0.0211328 0.0131191
274.5 0.00286952 0.00318306 0.00353523 0.0583076 0.0270518 0.0221315 7704 7704 23112 0.0573691 0.0266164 0.0217753 -0.00344838
276 0.00287744 0.00319481 0.00354103 0.0587921 0.0251905 0.023299 7704 7704 23112 0.0578354 0.0247806 0.0229199 -0.00803597
277.5 0.00288526 0.0032064 0.00354721 0.0603753 0.0248139 0.0233104 7704 7704 23112 0.0593823 0.0244058 0.022927 -0.0122816
279 0.00289356 0.00321795 0.00355351 0.061289 0.0235856 0.0216549 7704 7704 23112 0.06027 0.0231935 0.0212948 -0.0244552
280.5 0.00290199 0.00323023 0.00356026 0.0616789 0.0228989 0.020036 7704 7704 23112 0.0606424 0.0225141 0.0196993 -0.037488
282 0.00291075 0.00324244 0.00356754 0.061815 0.022236 0.0180079 7704 7704 23112 0.0607651 0.0218584 0.0177021 -0.0469072
283.5 0.00291984 0.00325493 0.00357524 0.0594416 0.0203521 0.0168474 7704 7704 23112 0.0584213 0.0200027 0.0165582 -0.0515246
285 0.00292925 0.00326766 0.003583 0.056047 0.0175897 0.0156536 7704 7704 23112 0.0550748 0.0172846 0.0153821 -0.0539144
286.5 0.00293888 0.00327995 0.00359129 0.0550151 0.014158 0.0134384 7704 7704 23112 0.0540507 0.0139098 0.0132028 -0.057645
288 0.00294886 0.00329264 0.00360027 0.0544804 0.0116959 0.0115508 7704 7704 23112 0.0535154 0.0114888 0.0113462 -0.0583161
289.5 0.00295929 0.00330549 0.00360925 0.0526957 0.00961729 0.00852486 7704 7704 23112 0.0517526 0.00944517 0.00837229 -0.0667128
291 0.00296974 0.00331838 0.00361882 0.052352 0.00824205 0.00606286 7704 7704 23112 0.0514054 0.00809302 0.00595322 -0.0759575
292.5 0.00298018 0.00333106 0.00362859 0.0521894 0.00742337 0.00464433 7704 7704 23112 0.051236 0.00728775 0.00455948 -0.0805605
294 0.00299104 0.0033436 0.00363795 0.0506853 0.00465391 0.00271033 7704 7704 23112 0.0497498 0.00456802 0.00266031 -0.0836303
295.5 0.00300201 0.0033567 0.00364717 0.0490249 0.0027781 0.00105191 7704 7704 23112 0.0481108 0.00272631 0.0010323 -0.0705458
297 0.00301324 0.00336968 0.00365647 0.0473145 0.00319203 0.000160799 7704 7704 23112 0.0464234 0.00313191 0.000157771 -0.0546054
298.5 0.00302475 0.00338293 0.00366566 0.0452375 0.00329929 -0.000371505 7704 7704 23112 0.0443769 0.00323653 -0.000364437 -0.0492321
300 0.00303646 0.0033963 0.00367481 0.042672 0.00152299 -0.00107702 7704 7704 23112 0.0418521 0.00149373 -0.00105632 -0.0507325
301.5 0.00304831 0.00340904 0.00368401 0.0415096 -0.000914858 -0.00159601 7704 7704 23112 0.0407041 -0.000897103 -0.00156503 -0.0497885
303 0.00306049 0.003422 0.00369367 0.0396088 -0.00305802 -0.000638268 7704 7704 23112 0.0388325 -0.00299809 -0.000625759 -0.0391657
304.5 0.00307303 0.00343497 0.00370326 0.0359192 -0.00425272 0.000350128 7704 7704 23112 0.0352082 -0.00416854 0.000343198 -0.0240936
306 0.00308545 0.00344788 0.00371302 0.0344677 -0.0056624 0.000986944 7704 7704 23112 0.0337787 -0.00554921 0.000967217 -0.0163433
307.5 0.00309791 0.00346054 0.00372301 0.0332134 -0.00661217 0.0026526 7704 7704 23112 0.032543 -0.00647871 0.00259906 -0.0126834
309 0.0031107 0.00347302 0.00373267 0.0305227 -0.00789113 0.00478499 7704 7704 23112 0.0299006 -0.0077303 0.00468747 -0.00541405
310.5 0.00312352 0.00348592 0.00374219 0.0276458 -0.00838345 0.00664115 7704 7704 23112 0.0270769 -0.00821093 0.00650449 0.00759087
312 0.00313646 0.00349869 0.00375199 0.0250275 -0.00704947 0.00886863 7704 7704 23112 0.0245075 -0.006903 0.00868437 0.0212216
313.5 0.0031496 0.00351179 0.00376203 0.0228545 -0.00681695 0.00951682 7704 7704 23112 0.0223751 -0.00667395 0.00931719 0.0309485
315 0.00316282 0.00352497 0.0037719 0.0205867 -0.00641072 0.0102301 7704 7704 23112 0.0201507 -0.00627496 0.0100135 0.0364231
316.5 0.00317608 0.00353748 0.00378206 0.0190876 -0.00612864 0.012287 7704 7704 23112 0.0186795 -0.00599761 0.0120243 0.0421132
318 0.00318961 0.00355015 0.00379297 0.0153285 -0.00673259 0.0129339 7704 7704 23112 0.0149977 -0.00658729 0.0126548 0.0455671
319.5 0.00320332 0.00356277 0.00380412 0.0119208 -0.0074681 0.0137075 7704 7704 23112 0.0116611 -0.00730541 0.0134089 0.0454789
321 0.00321684 0.00357524 0.00381572 0.0114048 -0.009706 0.0140585 7704 7704 23112 0.011154 -0.00949257 0.0137493 0.050596
322.5 0.00323039 0.00358727 0.00382771 0.00877682 -0.0111603 0.0137086 7704 7704 23112 0.00858203 -0.0109126 0.0134043 0.0644844
324 0.00324411 0.00359912 0.00383976 0.00487632 -0.0116231 0.0143155 7704 7704 23112 0.00476709 -0.0113627 0.0139949 0.0736143
325.5 0.00325776 0.00361129 0.00385202 0.0024214 -0.01123 0.0147048 7704 7704 23112 0.00236666 -0.0109762 0.0143724 0.0757528
327 0.00327141 0.00362348 0.00386477 0.000877994 -0.0105325 0.0148381 7704 7704 23112 0.000857962 -0.0102922 0.0144995 0.0756783
328.5 0.00328518 0.00363603 0.00387815 -8.02531e-05 -0.0104705 0.0138078 7704 7704 23112 -7.84053e-05 -0.0102294 0.0134899 0.0728263
330 0.00329894 0.0036487 0.00389113 -0.00215743 -0.00897561 0.0130714 7704 7704 23112 -0.0021073 -0.00876707 0.0127677 0.0736575
331.5 0.00331264 0.00366083 0.00390479 -0.00388259 -0.00801215 0.0126253 7704 7704 23112 -0.00379157 -0.00782431 0.0123293 0.0678294
333 0.00332654 0.00367311 0.00391909 -0.00636869 -0.00700315 0.0103631 7704 7704 23112 -0.00621803 -0.00683748 0.0101179 0.054875
334.5 0.00334037 0.0036854 0.00393333 -0.00802339 -0.0076553 0.00812578 7704 7704 23112 -0.00783188 -0.00747258 0.00793182 0.0479452
336 0.00335399 0.00369745 0.0039479 -0.00823261 -0.0101583 0.00558776 7704 7704 23112 -0.00803434 -0.00991363 0.00545319 0.0439784
337.5 0.00336756 0.0037089 0.00396246 -0.0105618 -0.0121468 0.00234355 7704 7704 23112 -0.0103051 -0.0118516 0.00228661 0.0443898
339 0.00338114 0.00372007 0.00397661 -0.0131361 -0.0132102 -0.000519276 7704 7704 23112 -0.0128141 -0.0128864 -0.000506547 0.0469736
340.5 0.00339455 0.00373155 0.00399082 -0.0147515 -0.0131751 -0.00315902 7704 7704 23112 -0.0143867 -0.0128493 -0.0030809 0.0461579
342 0.00340786 0.00374308 0.00400514 -0.0158922 -0.0141476 -0.00613779 7704 7704 23112 -0.0154957 -0.0137947 -0.00598467 0.0396266
343.5 0.00342124 0.00375495 0.00401973 -0.0160245 -0.0148369 -0.00764496 7704 7704 23112 -0.0156212 -0.0144635 -0.00745256 0.0313917
345 0.00343458 0.00376699 0.0040336 -0.0158934 -0.0137924 -0.00832913 7704 7704 23112 -0.01549 -0.0134422 -0.00811769 0.0354613
346.5 0.00344781 0.00377861 0.00404797 -0.0165754 -0.0134709 -0.00993083 7704 7704 23112 -0.016151 -0.0131259 -0.00967655 0.0285623
348 0.00346118 0.00379038 0.00406251 -0.0179003 -0.0129371 -0.0108241 7704 7704 23112 -0.017438 -0.012603 -0.0105446 0.016001
349.5 0.00347438 0.00380219 0.0040766 -0.0177098 -0.0143319 -0.0116077 7704 7704 23112 -0.0172485 -0.0139585 -0.0113053 0.0144591
351 0.00348743 0.00381357 0.00409052 -0.0167946 -0.0154789 -0.0131407 7704 7704 23112 -0.0163534 -0.0150722 -0.0127955 0.0103962
352.5 0.0035004 0.00382434 0.00410377 -0.0174092 -0.0149287 -0.0144926 7704 7704 23112 -0.0169479 -0.0145331 -0.0141086 0.00669743
354 0.00351336 0.00383476 0.00411604 -0.0188919 -0.0145477 -0.0157443 7704 7704 23112 -0.0183871 -0.0141589 -0.0153236 0.00505235
355.5 0.00352605 0.0038455 0.00412789 -0.0212084 -0.0142712 -0.0165899 7704 7704 23112 -0.0206369 -0.0138867 -0.0161428 0.0011304
357 0.00353858 0.00385627 0.0041394 -0.023497 -0.0152935 -0.0175477 7704 7704 23112 -0.0228585 -0.0148779 -0.0170709 -0.00403299
358.5 0.00355118 0.00386724 0.0041507 -0.0244857 -0.015846 -0.017216 7704 7704 23112 -0.0238148 -0.0154118 -0.0167443 -0.00902541
360 0.00356372 0.00387839 0.00416133 -0.0248223 -0.0149335 -0.0168716 7704 7704 23112 -0.0241365 -0.0145209 -0.0164055 -0.00677289
361.5 0.00357618 0.00388918 0.00417222 -0.0260143 -0.0144581 -0.0169706 7704 7704 23112 -0.0252895 -0.0140553 -0.0164978 0.00372133
363 0.00358875 0.0039001 0.00418319 -0.0263873 -0.0136935 -0.0155115 7704 7704 23112 -0.0256461 -0.0133089 -0.0150758 0.00724725
364.5 0.00360113 0.00391109 0.00419387 -0.0244492 -0.0141137 -0.0143782 7704 7704 23112 -0.0237568 -0.013714 -0.013971 -0.002364
366 0.00361345 0.00392149 0.00420428 -0.0230319 -0.0144125 -0.0128528 7704 7704 23112 -0.0223743 -0.014001 -0.0124858 2.04868e-05
367.5 0.00362566 0.00393132 0.00421411 -0.0232621 -0.013237 -0.0107042 7704 7704 23112 -0.0225924 -0.0128559 -0.010396 0.00566655
369 0.00363787 0.0039408 0.00422304 -0.0236002 -0.0130188 -0.00943595 7704 7704 23112 -0.0229152 -0.0126409 -0.0091621 -0.00549826
370.5 0.00364974 0.00395059 0.00423154 -0.0254191 -0.0136594 -0.00831978 7704 7704 23112 -0.0246754 -0.0132597 -0.00807637 -0.0169498
372 0.00366135 0.00396042 0.00423988 -0.0273824 -0.0144678 -0.00730681 7704 7704 23112 -0.0265748 -0.0140411 -0.0070913 -0.0220424
373.5 0.00367294 0.00397041 0.00424803 -0.027491 -0.0146117 -0.00604486 7704 7704 23112 -0.0266736 -0.0141772 -0.00586514 -0.022153
375 0.00368445 0.00398057 0.0042559 -0.0272874 -0.0142573 -0.00501368 7704 7704 23112 -0.0264696 -0.01383 -0.00486343 -0.0222116
376.5 0.00369586 0.00399044 0.00426399 -0.028461 -0.0140164 -0.00437025 7704 7704 23112 -0.0276013 -0.013593 -0.00423823 -0.021226
378 0.00370732 0.0040005 0.00427244 -0.0292391 -0.0128322 -0.00323337 7704 7704 23112 -0.0283489 -0.0124415 -0.00313492 -0.0172347
379.5 0.0037186 0.0040107 0.00428094 -0.0269086 -0.0103442 -0.00211901 7704 7704 23112 -0.0260828 -0.0100268 -0.00205398 -0.0135056
381 0.00372994 0.00402031 0.0042895 -0.0262321 -0.009205 -2.05455e-05 7704 7704 23112 -0.0254208 -0.00892029 -1.991e-05 -0.00851836
382.5 0.00374114 0.00402939 0.00429818 -0.0283476 -0.00930634 0.00171151 7704 7704 23112 -0.0274639 -0.00901623 0.00165816 -0.0073007
384 0.00375228 0.00403812 0.00430633 -0.0292913 -0.00890274 0.00206227 7704 7704 23112 -0.0283711 -0.00862305 0.00199748 -0.0107712
385.5 0.00376304 0.00404715 0.00431425 -0.0300016 -0.00957454 0.00276337 7704 7704 23112 -0.0290517 -0.0092714 0.00267587 -0.0168374
387 0.00377345 0.00405612 0.00432231 -0.030873 -0.0110577 0.00364441 7704 7704 23112 -0.0298879 -0.0107049 0.00352812 -0.0220064
388.5 0.00378379 0.00406516 0.0043304 -0.0312603 -0.0113465 0.00408996 7704 7704 23112 -0.0302551 -0.0109817 0.00395845 -0.0184622
390 0.00379405 0.00407438 0.00433845 -0.0307448 -0.0116533 0.00409827 7704 7704 23112 -0.0297486 -0.0112757 0.00396549 -0.0189364
391.5 0.00380423 0.00408326 0.00434672 -0.0306429 -0.0115082 0.00438268 7704 7704 23112 -0.0296424 -0.0111325 0.00423959 -0.0235978
393 0.00381439 0.00409234 0.0043555 -0.0305139 -0.0103215 0.00394511 7704 7704 23112 -0.02951 -0.00998193 0.00381532 -0.0192157
394.5 0.0038244 0.00410166 0.00436436 -0.0292676 -0.00735815 0.00300776 7704 7704 23112 -0.0282974 -0.00711423 0.00290805 -0.0117199
396 0.00383455 0.00411056 0.00437345 -0.0306144 -0.00493024 0.00292667 7704 7704 23112 -0.0295919 -0.00476557 0.00282892 -0.0134714
397.5 0.00384442 0.00411895 0.00438299 -0.0326931 -0.00570669 0.00260113 7704 7704 23112 -0.0315929 -0.00551465 0.0025136 -0.0174313
399 0.00385414 0.00412701 0.00439193 -0.0317992 -0.00663264 0.00247066 7704 7704 23112 -0.0307211 -0.00640777 0.00238689 -0.0165057
400.5 0.00386351 0.00413534 0.00440071 -0.0309532 -0.00812199 0.00242831 7704 7704 23112 -0.0298959 -0.00784455 0.00234537 -0.0156331
402 0.00387247 0.0041435 0.00440963 -0.0297125 -0.0102113 0.00164106 7704 7704 23112 -0.0286899 -0.0098599 0.00158458 -0.0130319
403.5 0.00388136 0.00415164 0.00441853 -0.0285912 -0.0104102 0.00038395 7704 7704 23112 -0.0276 -0.0100493 0.000370639 -0.00463514
405 0.00389015 0.00416002 0.00442726 -0.0273813 -0.011134 -0.000190066 7704 7704 23112 -0.026425 -0.0107452 -0.000183428 0.00255916
406.5 0.00389892 0.004168 0.00443612 -0.0256985 -0.010906 0.000106645 7704 7704 23112 -0.0247943 -0.0105223 0.000102893 0.00302511
408 0.00390763 0.00417632 0.00444555 -0.0245959 -0.00977605 -0.0012468 7704 7704 23112 -0.0237242 -0.00942956 -0.00120261 0.00445939
409.5 0.00391624 0.00418498 0.00445456 -0.0243085 -0.00806607 -0.00295785 7704 7704 23112 -0.0234406 -0.0077781 -0.00285225 -0.00162889
411 0.00392493 0.00419346 0.00446362 -0.0262674 -0.00606603 -0.00361058 7704 7704 23112 -0.0253228 -0.00584788 -0.00348074 -0.0101123
412.5 0.00393324 0.00420142 0.00447294 -0.0264823 -0.00722928 -0.0037431 7704 7704 23112 -0.0255231 -0.00696741 -0.00360751 -0.0119598
414 0.00394138 0.00420895 0.00448166 -0.0242325 -0.00852802 -0.00253119 7704 7704 23112 -0.0233483 -0.00821687 -0.00243883 -0.00659678
415.5 0.00394926 0.00421668 0.00449036 -0.0223898 -0.0100821 -0.0020419 7704 7704 23112 -0.021567 -0.00971161 -0.00196686 0.00482714
417 0.00395675 0.00422406 0.00449904 -0.0201501 -0.0107517 -0.00216555 7704 7704 23112 -0.0194043 -0.0103538 -0.00208539 0.00577871
418.5 0.0039643 0.00423142 0.00450747 -0.0182588 -0.0103845 -0.00207928 7704 7704 23112 -0.0175781 -0.00999733 -0.00200177 0.00121856
420 0.00397175 0.004239 0.00451558 -0.0161837 -0.0106869 -0.00120774 7704 7704 23112 -0.0155761 -0.0102857 -0.0011624 0.00676862
421.5 0.00397933 0.00424617 0.00452401 -0.0140815 -0.00907957 -0.000494451 7704 7704 23112 -0.013549 -0.00873626 -0.000475755 0.0103658
423 0.00398688 0.0042538 0.00453292 -0.0129849 -0.00784763 -0.000353564 7704 7704 23112 -0.0124904 -0.0075488 -0.000340101 0.00685209
424.5 0.00399436 0.00426182 0.00454115 -0.0137336 -0.00665935 0.000790055 7704 7704 23112 -0.013207 -0.00640397 0.000759758 0.00239238
426 0.00400187 0.00426982 0.00454946 -0.0146873 -0.00477232 0.00185257 7704 7704 23112 -0.0141201 -0.00458802 0.00178103 0.0081759
427.5 0.00400898 0.00427736 0.00455804 -0.0126295 -0.00419072 0.00238072 7704 7704 23112 -0.0121383 -0.00402774 0.00228814 0.0175863
429 0.00401599 0.0042844 0.0045661 -0.0107802 -0.00494701 0.00298391 7704 7704 23112 -0.0103581 -0.00475328 0.00286706 0.023466
430.5 0.00402286 0.00429165 0.00457441 -0.00858214 -0.00646913 0.00309339 7704 7704 23112 -0.00824372 -0.00621403 0.00297141 0.0334559
432 0.00402944 0.00429841 0.00458269 -0.00574273 -0.00676864 0.00347396 7704 7704 23112 -0.00551471 -0.00649989 0.00333602 0.0370371
433.5 0.00403625 0.00430526 0.00459096 -0.00435984 -0.00698128 0.00458807 7704 7704 23112 -0.00418553 -0.00670216 0.00440463 0.0377228
435 0.00404302 0.00431228 0.00459907 -0.0028613 -0.00747212 0.00527332 7704 7704 23112 -0.00274611 -0.00717132 0.00506104 0.0351831
436.5 0.00405001 0.00431895 0.00460782 -0.00132846 -0.00752894 0.00526604 7704 7704 23112 -0.00127461 -0.00722378 0.00505259 0.0365754
438 0.004057 0.0043261 0.00461705 -0.00108724 -0.00723668 0.0059919 7704 7704 23112 -0.00104287 -0.00694135 0.00574737 0.0432368
439.5 0.00406396 0.0043337 0.00462597 -0.00225869 -0.00749498 0.00649496 7704 7704 23112 -0.00216588 -0.00718703 0.0062281 0.0455147
441 0.00407088 0.00434133 0.0046351 -0.00308997 -0.00791244 0.00567267 7704 7704 23112 -0.00296215 -0.00758513 0.00543801 0.0470028
442.5 0.00407746 0.0043486 0.00464451 -0.00114408 -0.00521803 0.00485898 7704 7704 23112 -0.00109644 -0.00500072 0.00465662 0.0533873
444 0.00408406 0.00435549 0.00465336 0.000898639 -0.00412761 0.00368828 7704 7704 23112 0.000860962 -0.00395455 0.00353364 0.0581444
445.5 0.00409066 0.00436256 0.00466242 0.00319874 -0.00508901 0.00242441 7704 7704 23112 0.00306372 -0.00487421 0.00232208 0.052335
447 0.0040971 0.00436907 0.00467137 0.00596627 -0.00412746 0.00195523 7704 7704 23112 0.00571275 -0.00395208 0.00187215 0.0442798
448.5 0.00410384 0.00437576 0.00468048 0.00768546 -0.00459042 0.00169948 7704 7704 23112 0.00735671 -0.00439406 0.00162678 0.0483504
450 0.0041106 0.00438254 0.00468948 0.00917234 -0.00531345 0.0006794 7704 7704 23112 0.00877738 -0.00508466 0.000650145 0.0460119
451.5 0.00411769 0.00438901 0.00469904 0.0107821 -0.00568321 7.63842e-05 7704 7704 23112 0.0103148 -0.00543687 7.30733e-05 0.0377952
453 0.00412484 0.00439584 0.00470908 0.011904 -0.00669002 0.000186128 7704 7704 23112 0.0113846 -0.00639812 0.000178007 0.0377791
454.5 0.00413199 0.00440315 0.00471896 0.0119719 -0.0074209 -0.0011413 7704 7704 23112 0.0114461 -0.00709498 -0.00109118 0.0318807
456 0.00413909 0.00441034 0.00472874 0.0117242 -0.00904122 -0.00318879 7704 7704 23112 0.0112059 -0.00864154 -0.00304782 0.0181837
457.5 0.0041459 0.00441719 0.00473849 0.0124246 -0.00746529 -0.00360071 7704 7704 23112 0.0118718 -0.00713311 -0.0034405 -0.000405939
459 0.00415281 0.00442389 0.0047475 0.0135245 -0.00522621 -0.0036785 7704 7704 23112 0.0129188 -0.00499215 -0.00351376 -0.0201722
460.5 0.00415979 0.00443076 0.00475649 0.01475 -0.00420524 -0.00422834 7704 7704 23112 0.0140851 -0.00401568 -0.00403773 -0.0405135
462 0.00416672 0.00443713 0.00476517 0.015935 -0.00200984 -0.00375109 7704 7704 23112 0.0152121 -0.00191866 -0.00358091 -0.0500982
463.5 0.00417406 0.00444377 0.00477412 0.0175321 -0.00233585 -0.00290664 7704 7704 23112 0.0167315 -0.00222919 -0.00277392 -0.0588025
465 0.00418148 0.00445036 0.00478289 0.0189163 -0.00273934 -0.00379351 7704 7704 23112 0.018047 -0.00261346 -0.00361918 -0.0685091
466.5 0.00418928 0.00445671 0.00479182 0.019554 -0.00121592 -0.00475215 7704 7704 23112 0.0186496 -0.00115969 -0.00453236 -0.0755888
468 0.00419716 0.0044634 0.00480127 0.0211377 -0.000310809 -0.00459289 7704 7704 23112 0.0201538 -0.000296342 -0.00437911 -0.0882061
469.5 0.00420511 0.00447054 0.00481048 0.0225711 0.000351352 -0.00515847 7704 7704 23112 0.0215138 0.000334894 -0.00491684 -0.0938977
471 0.00421305 0.00447748 0.00481918 0.0228607 -0.00043867 -0.00485583 7704 7704 23112 0.0217831 -0.000417991 -0.00462693 -0.0925581
472.5 0.00422069 0.00448401 0.00482781 0.0224722 -0.00013043 -0.0028495 7704 7704 23112 0.0214061 -0.000124243 -0.00271432 -0.103024
474 0.00422841 0.00449057 0.00483598 0.0214749 0.00182071 -0.00232578 7704 7704 23112 0.0204497 0.0017338 -0.00221476 -0.114807
475.5 0.0042362 0.00449739 0.00484401 0.0210489 0.00355809 -0.00239794 7704 7704 23112 0.0200378 0.00338717 -0.00228275 -0.122449
477 0.00424399 0.00450384 0.00485183 0.0209571 0.00453382 -0.00190103 7704 7704 23112 0.0199441 0.00431466 -0.00180914 -0.126027
478.5 0.00425213 0.00451058 0.00486012 0.0213148 0.00465086 -0.00147255 7704 7704 23112 0.0202781 0.00442464 -0.00140092 -0.130967
480 0.00426046 0.0045172 0.00486832 0.0227977 0.00621563 -0.0007616 7704 7704 23112 0.0216819 0.00591142 -0.000724325 -0.132694
481.5 0.0042692 0.00452365 0.00487658 0.0226963 0.0073452 -0.000727324 7704 7704 23112 0.0215785 0.00698347 -0.000691505 -0.122043
483 0.00427804 0.00453045 0.0048853 0.0230415 0.00837396 -0.000428135 7704 7704 23112 0.0218997 0.00795902 -0.00040692 -0.112696
484.5 0.00428704 0.00453778 0.00489395 0.0229049 0.00988443 0.000880739 7704 7704 23112 0.0217629 0.00939161 0.000836828 -0.103869
486 0.00429602 0.00454494 0.00490223 0.0223965 0.0103205 0.00266351 7704 7704 23112 0.0212729 0.0098028 0.0025299 -0.0871947
487.5 0.00430472 0.00455162 0.00491094 0.0221845 0.0103805 0.00344588 7704 7704 23112 0.0210648 0.00985656 0.00327196 -0.065908
489 0.00431348 0.00455843 0.00491942 0.0209952 0.0106368 0.00329946 7704 7704 23112 0.019929 0.0100966 0.00313192 -0.0449202
490.5 0.00432228 0.00456553 0.00492782 0.0202641 0.011632 0.00369607 7704 7704 23112 0.0192288 0.0110377 0.00350724 -0.0266322
492 0.00433109 0.00457238 0.00493604 0.0192303 0.0113475 0.00327113 7704 7704 23112 0.0182419 0.0107642 0.003103 -0.013698
493.5 0.00434022 0.00457947 0.00494465 0.0187362 0.0103498 0.00244957 7704 7704 23112 0.0177673 0.00981461 0.0023229 0.00328886
495 0.00434956 0.00458647 0.00495322 0.0188165 0.0108034 0.00261752 7704 7704 23112 0.0178376 0.0102413 0.00248135 0.0132905
496.5 0.00435935 0.00459337 0.00496189 0.0177483 0.0106451 0.00217466 7704 7704 23112 0.0168194 0.010088 0.00206084 0.0230313
498 0.00436922 0.00460065 0.00497086 0.0186037 0.0110513 0.000874606 7704 7704 23112 0.0176242 0.0104694 0.000828558 0.0405616
499.5 0.00437933 0.00460854 0.00497977 0.0187075 0.0116118 0.0013799 7704 7704 23112 0.0177167 0.0109968 0.00130681 0.0499194
501 0.00438934 0.00461627 0.00498861 0.0167081 0.0118545 0.00209028 7704 7704 23112 0.0158179 0.0112229 0.00197891 0.0552135
502.5 0.00439908 0.00462356 0.00499798 0.0151902 0.0131093 0.000630982 7704 7704 23112 0.0143761 0.0124066 0.000597163 0.0678377
504 0.00440881 0.00463101 0.0050069 0.0138478 0.0141815 -0.000304282 7704 7704 23112 0.0131012 0.0134169 -0.000287877 0.0830434
505.5 0.00441854 0.00463879 0.00501575 0.0128548 0.0148859 -4.70698e-05 7704 7704 23112 0.0121576 0.0140785 -4.45171e-05 0.100636
507 0.00442821 0.00464637 0.00502439 0.0116259 0.0139576 -0.000554429 7704 7704 23112 0.0109917 0.0131962 -0.000524184 0.116593
508.5 0.0044382 0.00465406 0.00503318 0.0107684 0.0128686 -0.00134805 7704 7704 23112 0.0101775 0.0121625 -0.00127408 0.129797
510 0.00444838 0.00466171 0.00504183 0.0103304 0.0143895 -0.00135447 7704 7704 23112 0.00976026 0.0135952 -0.00127972 0.129681
511.5 0.00445899 0.00466934 0.0050507 0.00956624 0.0149038 -0.00104315 7704 7704 23112 0.00903516 0.0140764 -0.000985236 0.118505
513 0.00446966 0.00467734 0.00505963 0.0107336 0.0143827 -0.00186612 7704 7704 23112 0.0101343 0.0135795 -0.00176192 0.111307
514.5 0.00448068 0.00468601 0.00506827 0.0114597 0.0150203 -0.00125511 7704 7704 23112 0.0108161 0.0141767 -0.00118462 0.111506
516 0.00449151 0.00469459 0.00507723 0.0103997 0.0167399 4.592e-05 7704 7704 23112 0.00981229 0.0157943 4.33261e-05 0.108143
517.5 0.00450205 0.00470284 0.00508659 0.0102612 0.0186129 -0.000861469 7704 7704 23112 0.00967827 0.0175555 -0.000812526 0.0941103
519 0.00451247 0.00471136 0.0050951 0.00947439 0.0195642 -0.00105961 7704 7704 23112 0.00893302 0.0184463 -0.000999061 0.0821172
520.5 0.00452283 0.00472025 0.00510366 0.00739569 0.0210246 0.000134561 7704 7704 23112 0.00697068 0.0198164 0.000126828 0.0775364
522 0.00453302 0.00472903 0.00511216 0.00528059 0.0209166 0.00153533 7704 7704 23112 0.00497539 0.0197077 0.00144659 0.0753731
523.5 0.00454347 0.0047378 0.00512081 0.00411354 0.0204468 0.00282024 7704 7704 23112 0.00387444 0.0192583 0.00265632 0.0693921
525 0.00455408 0.00474658 0.00512937 0.0036779 0.020821 0.00392007 7704 7704 23112 0.0034629 0.0196039 0.00369092 0.0652216
526.5 0.0045651 0.00475536 0.00513838 0.00301044 0.01989 0.00568842 7704 7704 23112 0.00283346 0.0187208 0.00535401 0.0559502
528 0.00457611 0.00476446 0.0051477 0.00328876 0.0201999 0.00693451 7704 7704 23112 0.00309433 0.0190057 0.00652454 0.0433714
529.5 0.00458757 0.00477424 0.00515671 0.00376758 0.0216766 0.00734976 7704 7704 23112 0.00354359 0.0203878 0.0069128 0.0365253
531 0.00459878 0.00478403 0.00516635 0.00339798 0.0228386 0.00832835 7704 7704 23112 0.00319482 0.0214731 0.00783043 0.032968
