Freq(meV) DoS(Mn) DoS(O) DoS(Y) DoS(Total) JDoS
47.7 6.54522 9.26756 29.3139 39.6313 31.429
47.8 6.48192 9.14957 29.793 40.111 35.8309
47.9 6.4197 9.06328 30.2182 40.5415 39.745
48 6.35304 9.00321 30.5596 40.8844 43.0473
48.1 6.27759 8.96332 30.7897 41.104 45.6502
48.2 6.19063 8.93758 30.8854 41.1706 47.5053
48.3 6.09138 8.92059 30.8302 41.0629 48.6033
48.4 5.98107 8.908 30.6159 40.7705 48.9722
48.5 5.86276 8.89682 30.2442 40.295 48.6723
48.6 5.74109 8.88565 29.7263 39.6508 47.7896
48.7 5.62168 8.87459 29.0833 38.8641 46.429
48.8 5.51063 8.86511 28.3447 37.9717 44.7058
48.9 5.41379 8.85973 27.5468 37.0184 42.7379
49 5.3362 8.86158 26.7304 36.0539 40.6388
49.1 5.28149 8.87395 25.9375 35.1291 38.5112
49.2 5.25152 8.89979 25.2091 34.2929 36.4433
49.3 5.24611 8.94125 24.5819 33.5879 34.505
49.4 5.26304 8.99932 24.0858 33.0482 32.7472
49.5 5.29819 9.07359 23.7421 32.696 31.2022
49.6 5.34588 9.16214 23.5616 32.5413 29.8847
49.7 5.39938 9.26158 23.5449 32.5805 28.7944
49.8 5.45145 9.36724 23.6817 32.7976 27.9189
49.9 5.49504 9.4735 23.9529 33.1656 27.2368
50 5.52384 9.57416 24.3315 33.6489 26.7199
50.1 5.53285 9.66295 24.7854 34.2064 26.3365
50.2 5.5188 9.73397 25.2802 34.7951 26.0524
50.3 5.48041 9.78215 25.7813 35.373 25.8329
50.4 5.41851 9.8036 26.2573 35.903 25.643
50.5 5.33591 9.79586 26.6819 36.3551 25.4487
50.6 5.23719 9.75809 27.0355 36.7082 25.2167
50.7 5.12825 9.69103 27.3069 36.952 24.9155
50.8 5.01588 9.59692 27.4929 37.0862 24.5157
50.9 4.90714 9.47922 27.5983 37.1205 23.9916
51 4.8088 9.34234 27.635 37.0728 23.3225
51.1 4.72684 9.19124 27.6203 36.9669 22.4949
51.2 4.66596 9.03108 27.5747 36.8301 21.5043
51.3 4.62926 8.86681 27.5199 36.6905 20.3574
51.4 4.61801 8.70288 27.4766 36.5741 19.0736
51.5 4.63162 8.54301 27.4628 36.5023 17.6864
51.6 4.6677 8.39001 27.4916 36.4907 16.2428
51.7 4.7223 8.24576 27.5706 36.547 14.8026
51.8 4.79022 8.11125 27.7011 36.6712 13.4357
51.9 4.86544 7.98671 27.8785 36.8556 12.2183
52 4.94154 7.8718 28.0924 37.0858 11.2283
52.1 5.01219 7.76581 28.328 37.3423 10.5393
52.2 5.07156 7.66795 28.5676 37.6022 10.2147
52.3 5.11473 7.5775 28.7923 37.8416 10.3019
52.4 5.13794 7.49404 28.9836 38.0378 10.8265
52.5 5.13885 7.41752 29.1251 38.1711 11.789
52.6 5.1166 7.34834 29.2042 38.2268 13.162
52.7 5.0718 7.28727 29.2127 38.1961 14.8902
52.8 5.00643 7.23543 29.1477 38.0768 16.8922
52.9 4.92365 7.19407 29.0118 37.8737 19.0647
53 4.82752 7.16442 28.813 37.5978 21.2888
53.1 4.72273 7.14749 28.5634 37.2654 23.4381
53.2 4.61421 7.14387 28.279 36.8966 25.3872
53.3 4.50686 7.15356 27.9777 36.5141 27.0212
53.4 4.40521 7.17588 27.6784 36.1408 28.2446
53.5 4.31319 7.20938 27.3994 35.7987 28.9893
53.6 4.23388 7.25185 27.1569 35.5067 29.2199
53.7 4.16939 7.30043 26.9643 35.28 28.9379
53.8 4.12082 7.35171 26.831 35.1283 28.1825
53.9 4.08822 7.4019 26.7621 35.056 27.0281
54 4.07068 7.4471 26.7578 35.0616 25.5802
54.1 4.06645 7.4835 26.814 35.1383 23.9678
54.2 4.07313 7.50759 26.9223 35.2742 22.3345
54.3 4.08788 7.51642 27.071 35.4536 20.828
54.4 4.10761 7.50771 27.2457 35.658 19.5897
54.5 4.12924 7.48005 27.4303 35.8672 18.7443
54.6 4.14989 7.43289 27.6082 36.061 18.391
54.7 4.16706 7.36659 27.7632 36.2199 18.5958
54.8 4.17879 7.28238 27.8806 36.3266 19.3876
54.9 4.18371 7.18222 27.9474 36.3668 20.7558
55 4.18112 7.0687 27.954 36.33 22.6516
55.1 4.17098 6.94487 27.8936 36.2096 24.9914
55.2 4.15382 6.81402 27.7631 36.0036 27.6634
55.3 4.13066 6.67952 27.5629 35.714 30.535
55.4 4.10292 6.54463 27.2969 35.347 33.4624
55.5 4.0722 6.41235 26.9716 34.912 36.3001
55.6 4.04016 6.2853 26.5966 34.4215 38.9103
55.7 4.00839 6.1656 26.1829 33.8896 41.1714
55.8 3.97824 6.05483 25.743 33.3317 42.9846
55.9 3.95071 5.95401 25.2898 32.7633 44.2792
56 3.92642 5.86362 24.8359 32.1993 45.015
56.1 3.90551 5.78362 24.393 31.6533 45.1826
56.2 3.88769 5.71359 23.9715 31.1367 44.802
56.3 3.87227 5.65277 23.5794 30.6583 43.9182
56.4 3.85822 5.60019 23.2229 30.2243 42.5969
56.5 3.84429 5.55477 22.9052 29.8377 40.9178
56.6 3.82912 5.51546 22.6275 29.4986 38.9682
56.7 3.81136 5.48131 22.3885 29.2049 36.8366
56.8 3.78983 5.4516 22.1849 28.9519 34.607
56.9 3.76359 5.42585 22.0119 28.7339 32.3543
57 3.73208 5.40391 21.864 28.544 30.1403
57.1 3.69519 5.38596 21.7349 28.3751 28.0126
57.2 3.65328 5.37247 21.619 28.2211 26.0032
57.3 3.60724 5.36421 21.5109 28.0766 24.1301
57.4 3.55841 5.36212 21.407 27.938 22.3987
57.5 3.50858 5.36724 21.3047 27.8037 20.8049
57.6 3.45988 5.38062 21.2033 27.674 19.3387
57.7 3.41469 5.40315 21.1037 27.5512 17.987
57.8 3.37547 5.43548 21.0082 27.4392 16.7372
57.9 3.34467 5.47785 20.9205 27.343 15.5798
58 3.32455 5.53004 20.8444 27.2682 14.5102
58.1 3.31701 5.59124 20.7844 27.2199 13.5297
58.2 3.32352 5.66004 20.7441 27.2024 12.6458
58.3 3.34489 5.73438 20.7261 27.2184 11.8709
58.4 3.38128 5.81165 20.7316 27.2681 11.2212
58.5 3.43203 5.88869 20.7598 27.3492 10.7141
58.6 3.49571 5.962 20.8078 27.4566 10.3663
58.7 3.57007 6.02783 20.8706 27.5821 10.1908
58.8 3.65212 6.08242 20.9412 27.7152 10.1951
58.9 3.7382 6.1222 21.011 27.8433 10.3794
59 3.82419 6.14402 21.0704 27.9524 10.7357
59.1 3.90561 6.14534 21.1091 28.0285 11.2472
59.2 3.97788 6.12444 21.1176 28.0578 11.8895
59.3 4.03654 6.08057 21.087 28.0283 12.6317
59.4 4.07751 6.01403 21.0102 27.9307 13.4387
59.5 4.0973 5.92624 20.8828 27.7586 14.2738
59.6 4.09328 5.81968 20.7027 27.51 15.1017
59.7 4.06381 5.69782 20.471 27.1867 15.8911
59.8 4.0084 5.56496 20.1922 26.7953 16.6174
59.9 3.92781 5.42598 19.8732 26.3459 17.265
60 3.82402 5.28612 19.524 25.8526 17.8278
60.1 3.70019 5.15065 19.1561 25.3321 18.3098
60.2 3.56052 5.02458 18.7826 24.8026 18.7245
60.3 3.41003 4.91236 18.4171 24.2833 19.0925
60.4 3.25435 4.81765 18.0725 23.7928 19.4396
60.5 3.09935 4.74305 17.7607 23.3479 19.7928
60.6 2.9509 4.68999 17.4917 22.9627 20.1772
60.7 2.81448 4.65865 17.2728 22.6477 20.6123
60.8 2.69495 4.64794 17.1082 22.4093 21.1086
60.9 2.5962 4.65565 16.9986 22.249 21.6653
61 2.52101 4.67857 16.9415 22.1636 22.2686
61.1 2.47092 4.71276 16.9308 22.1453 22.892
61.2 2.44611 4.7538 16.9577 22.1823 23.497
61.3 2.44551 4.79715 17.0108 22.2594 24.0358
61.4 2.46685 4.83847 17.0768 22.359 24.4555
61.5 2.50685 4.8739 17.1417 22.4622 24.7025
61.6 2.56149 4.90033 17.1911 22.5498 24.7278
61.7 2.62624 4.91566 17.2113 22.6035 24.4931
61.8 2.69638 4.91885 17.1901 22.6072 23.9749
61.9 2.76731 4.91005 17.1174 22.5476 23.1698
62 2.83478 4.89049 16.9859 22.4152 22.0961
62.1 2.89519 4.8624 16.7914 22.2047 20.7961
62.2 2.94571 4.8288 16.5332 21.9153 19.334
62.3 2.98443 4.79322 16.2139 21.5506 17.7935
62.4 3.01041 4.75942 15.8395 21.1185 16.2731
62.5 3.02364 4.73107 15.4187 20.6306 14.8788
62.6 3.025 4.71145 14.9629 20.1013 13.717
62.7 3.01607 4.70321 14.485 19.5472 12.8861
62.8 2.99899 4.7081 13.9993 18.9859 12.4681
62.9 2.97625 4.7269 13.52 18.4352 12.5211
63 2.95049 4.75931 13.061 17.9118 13.074
63.1 2.92428 4.804 12.6349 17.4305 14.1219
63.2 2.89994 4.85872 12.2522 17.0036 15.6254
63.3 2.87941 4.92047 11.9214 16.6402 17.5112
63.4 2.86411 4.98575 11.6477 16.3457 19.6768
63.5 2.85491 5.0508 11.4338 16.1219 21.9966
63.6 2.85207 5.11192 11.2791 15.9669 24.3303
63.7 2.8553 5.16568 11.1804 15.8756 26.5328
63.8 2.86381 5.20921 11.1321 15.8401 28.4644
63.9 2.87641 5.24035 11.1264 15.8503 30.0014
64 2.89161 5.25776 11.1545 15.8949 31.0446
64.1 2.90779 5.26096 11.2065 15.962 31.5267
64.2 2.92328 5.25034 11.2726 16.0396 31.4172
64.3 2.93651 5.22702 11.3435 16.1169 30.7241
64.4 2.94612 5.19273 11.4107 16.1845 29.4931
64.5 2.95104 5.14961 11.4672 16.2347 27.8036
64.6 2.95054 5.10004 11.5078 16.262 25.7619
64.7 2.94429 5.04641 11.5287 16.2631 23.4932
64.8 2.93232 4.99095 11.5281 16.2367 21.1317
64.9 2.91506 4.93558 11.5058 16.1834 18.8104
65 2.89323 4.88184 11.4628 16.1053 16.6515
65.1 2.86784 4.83084 11.401 16.0053 14.7579
65.2 2.84007 4.78322 11.3231 15.8872 13.2068
65.3 2.81119 4.7393 11.2318 15.7548 12.0453
65.4 2.78251 4.69908 11.1299 15.6117 11.2892
65.5 2.75527 4.6624 11.0198 15.4611 10.9243
65.6 2.73059 4.62909 10.9034 15.3056 10.9095
65.7 2.70937 4.59902 10.782 15.1469 11.1832
65.8 2.69232 4.57225 10.6565 14.9863 11.6697
65.9 2.67987 4.54906 10.5273 14.8247 12.2875
66 2.67219 4.52998 10.3948 14.6626 12.9562
66.1 2.66919 4.51578 10.2594 14.5009 13.6044
66.2 2.67058 4.50738 10.1218 14.3405 14.1739
66.3 2.67584 4.50579 9.98313 14.183 14.6246
66.4 2.68435 4.51198 9.84535 14.0307 14.9348
66.5 2.69536 4.52677 9.71102 13.8867 15.1015
66.6 2.70808 4.55071 9.58341 13.7544 15.1377
66.7 2.72174 4.58397 9.46631 13.6382 15.0682
66.8 2.73562 4.62632 9.36375 13.5421 14.9251
66.9 2.74906 4.67706 9.27975 13.4704 14.742
67 2.76151 4.73504 9.2179 13.4264 14.5492
67.1 2.77255 4.79874 9.18104 13.4127 14.3696
67.2 2.78186 4.8663 9.17086 13.4304 14.2154
67.3 2.78922 4.93569 9.18769 13.479 14.0872
67.4 2.79452 5.00478 9.23027 13.5562 13.974
67.5 2.79772 5.07151 9.29576 13.658 13.8553
67.6 2.7988 5.13397 9.3798 13.7786 13.7048
67.7 2.79781 5.19054 9.47675 13.9109 13.4944
67.8 2.79477 5.23991 9.58005 14.047 13.1989
67.9 2.78971 5.28119 9.68269 14.1784 12.8007
68 2.78266 5.31386 9.77772 14.2971 12.2938
68.1 2.77363 5.33781 9.8588 14.3957 11.6859
68.2 2.76261 5.35328 9.92075 14.4684 10.9997
68.3 2.74962 5.36083 9.95997 14.5113 10.2725
68.4 2.73469 5.36129 9.9748 14.5227 9.5529
68.5 2.71786 5.35569 9.96571 14.5037 8.89752
68.6 2.69925 5.34528 9.93533 14.4578 8.36535
68.7 2.679 5.3314 9.88832 14.3909 8.01203
68.8 2.65734 5.31556 9.83105 14.311 7.88388
68.9 2.63453 5.29936 9.77115 14.2274 8.01255
69 2.61089 5.28451 9.71693 14.1506 8.4108
69.1 2.58678 5.27276 9.67676 14.0909 9.06993
69.2 2.56259 5.26596 9.65842 14.058 9.9591
69.3 2.5387 5.26592 9.66843 14.0604 11.0268
69.4 2.5155 5.27439 9.71159 14.1042 12.2044
69.5 2.49332 5.29296 9.79045 14.1932 13.4112
69.6 2.47247 5.32292 9.90517 14.3281 14.5613
69.7 2.45319 5.36519 10.0533 14.5067 15.5705
69.8 2.43566 5.42013 10.2302 14.7236 16.364
69.9 2.41998 5.48745 10.4287 14.9708 16.8832
70 2.4062 5.56615 10.6403 15.2381 17.0907
70.1 2.39428 5.65442 10.8553 15.5137 16.9744
70.2 2.38412 5.74967 11.0635 15.7847 16.5494
70.3 2.37557 5.84858 11.2549 16.0386 15.8565
70.4 2.3684 5.94727 11.4205 16.2633 14.9599
70.5 2.36234 6.04144 11.5527 16.4485 13.9416
70.6 2.35704 6.12665 11.646 16.5859 12.8951
70.7 2.35212 6.19861 11.6973 16.6702 11.9178
70.8 2.34714 6.25344 11.7057 16.6989 11.1024
70.9 2.34163 6.28805 11.6731 16.6727 10.5301
71 2.33507 6.30033 11.6037 16.5953 10.263
71.1 2.32695 6.2894 11.5036 16.4733 10.3397
71.2 2.31678 6.25574 11.3805 16.3155 10.7721
71.3 2.30409 6.20126 11.2431 16.1325 11.5445
71.4 2.28853 6.12917 11.1005 15.9356 12.6153
71.5 2.26985 6.0439 10.9617 15.7367 13.9206
71.6 2.24796 5.95078 10.8346 15.5472 15.3798
71.7 2.22299 5.85575 10.7264 15.3774 16.9025
71.8 2.19526 5.76494 10.6425 15.2359 18.3955
71.9 2.16534 5.68428 10.5865 15.1296 19.771
72 2.13405 5.61905 10.5607 15.0631 20.9531
72.1 2.10237 5.57356 10.5652 15.0388 21.8835
72.2 2.07149 5.55082 10.5989 15.057 22.5253
72.3 2.04269 5.55231 10.6599 15.1164 22.8656
72.4 2.01727 5.57788 10.7451 15.2141 22.9149
72.5 1.99649 5.62577 10.8514 15.3462 22.705
72.6 1.98143 5.69273 10.9758 15.5086 22.2858
72.7 1.97296 5.77422 11.1157 15.6969 21.7194
72.8 1.9716 5.86472 11.2693 15.9069 21.0744
72.9 1.97751 5.95812 11.4354 16.1351 20.4196
73 1.99038 6.0481 11.6138 16.3789 19.818
73.1 2.00952 6.12856 11.8049 16.6359 19.3216
73.2 2.0338 6.19396 12.0097 16.9049 18.968
73.3 2.06172 6.23969 12.2291 17.1845 18.7778
73.4 2.09153 6.26228 12.4641 17.4737 18.7541
73.5 2.12131 6.25961 12.7147 17.7712 18.8842
73.6 2.14908 6.23096 12.9801 18.075 19.1422
73.7 2.17298 6.17703 13.2583 18.3824 19.4927
73.8 2.19134 6.09979 13.5459 18.6894 19.8961
73.9 2.20286 6.00239 13.8379 18.9913 20.3128
74 2.20664 5.88888 14.1283 19.2821 20.7086
74.1 2.2023 5.76398 14.4097 19.5552 21.0579
74.2 2.18998 5.63285 14.6745 19.8039 21.3468
74.3 2.17032 5.50077 14.9148 20.0212 21.574
74.4 2.14446 5.37295 15.123 20.2012 21.7507
74.5 2.1139 5.25431 15.2929 20.3389 21.8988
74.6 2.08045 5.14929 15.4197 20.4313 22.0472
74.7 2.04605 5.06172 15.5007 20.4775 22.2282
74.8 2.01267 4.99478 15.5356 20.4791 22.4725
74.9 1.98217 4.95088 15.5264 20.4401 22.8044
75 1.95613 4.93169 15.4778 20.3672 23.238
75.1 1.93583 4.93811 15.3966 20.2689 23.7733
75.2 1.92208 4.97032 15.2914 20.1554 24.395
75.3 1.91524 5.02781 15.1719 20.0378 25.0718
75.4 1.91518 5.10941 15.0484 19.9273 25.7581
75.5 1.92132 5.21333 14.9307 19.8346 26.3973
75.6 1.93267 5.33726 14.8279 19.7684 26.9262
75.7 1.9479 5.47837 14.7471 19.7356 27.2809
75.8 1.9655 5.63341 14.6934 19.74 27.4029
75.9 1.98383 5.79876 14.6692 19.7824 27.2452
76 2.00125 5.9705 14.6739 19.86 26.778
76.1 2.01625 6.14451 14.7042 19.967 25.993
76.2 2.02754 6.31654 14.7544 20.0945 24.9061
76.3 2.03411 6.48234 14.8166 20.2316 23.5579
76.4 2.0353 6.63772 14.8812 20.3654 22.0127
76.5 2.03086 6.77868 14.9381 20.4828 20.3543
76.6 2.02089 6.90151 14.9769 20.5704 18.6814
76.7 2.0059 7.00286 14.988 20.6161 17.0996
76.8 1.98668 7.07985 14.9632 20.6097 15.7146
76.9 1.96433 7.13011 14.896 20.5434 14.6233
77 1.94013 7.15187 14.7824 20.4123 13.9062
77.1 1.91546 7.14395 14.6209 20.2148 13.6209
77.2 1.89175 7.10583 14.4124 19.9522 13.7967
77.3 1.87035 7.03762 14.1602 19.629 14.4321
77.4 1.85249 6.94006 13.8697 19.252 15.4934
77.5 1.8392 6.81451 13.5478 18.8301 16.9176
77.6 1.83123 6.66291 13.2027 18.3737 18.6154
77.7 1.82906 6.48775 12.8428 17.8935 20.4786
77.8 1.83283 6.29204 12.4768 17.4008 22.3866
77.9 1.84234 6.0792 12.1128 16.906 24.2161
78 1.85711 5.85304 11.7581 16.4188 25.8488
78.1 1.87634 5.61769 11.4188 15.9475 27.1804
78.2 1.89899 5.37748 11.1 15.4991 28.1275
78.3 1.92385 5.13686 10.8055 15.0791 28.6326
78.4 1.94956 4.90028 10.5377 14.6917 28.6679
78.5 1.97473 4.6721 10.2983 14.3399 28.2358
78.6 1.99797 4.4564 10.0882 14.0256 27.3679
78.7 2.018 4.25693 9.90768 13.7502 26.1211
78.8 2.03371 4.07693 9.75669 13.5144 24.5729
78.9 2.04418 3.91904 9.63504 13.3187 22.8144
79 2.04879 3.78519 9.54242 13.1632 20.9436
79.1 2.04722 3.67656 9.47848 13.0479 19.0577
79.2 2.03944 3.59353 9.44276 12.9722 17.2469
79.3 2.02576 3.53569 9.43458 12.9356 15.5888
79.4 2.00679 3.50187 9.45289 12.9364 14.1439
79.5 1.98339 3.49022 9.49612 12.9725 12.9539
79.6 1.95661 3.49833 9.56201 13.0409 12.0405
79.7 1.92769 3.52336 9.64751 13.1374 11.4068
79.8 1.89792 3.56223 9.74873 13.2569 11.0401
79.9 1.86861 3.61173 9.86095 13.3932 10.9149
80 1.841 3.66873 9.97874 13.5394 10.9978
80.1 1.8162 3.73033 10.0961 13.6879 11.2512
80.2 1.79516 3.79395 10.2069 13.8311 11.6381
80.3 1.77857 3.85747 10.3048 13.9612 12.1249
80.4 1.76689 3.91923 10.384 14.0711 12.6843
80.5 1.76029 3.97812 10.4394 14.1546 13.2958
80.6 1.7587 4.03348 10.4669 14.2066 13.9464
80.7 1.76177 4.08511 10.4634 14.2235 14.6293
80.8 1.76895 4.13311 10.4275 14.2035 15.3417
80.9 1.77948 4.17785 10.3591 14.1462 16.0829
81 1.79249 4.2198 10.2594 14.0529 16.8511
81.1 1.80701 4.25943 10.1309 13.9264 17.6414
81.2 1.82205 4.2971 9.97736 13.7706 18.4436
81.3 1.8366 4.33298 9.80301 13.59 19.241
81.4 1.84973 4.36694 9.61271 13.3899 20.0105
81.5 1.8606 4.39859 9.41136 13.1755 20.723
81.6 1.8685 4.4272 9.20371 12.9515 21.3454
81.7 1.87287 4.45176 8.99402 12.7222 21.843
81.8 1.87328 4.471 8.78589 12.4912 22.1825
81.9 1.86951 4.4835 8.5821 12.261 22.3349
82 1.86148 4.48771 8.38456 12.0332 22.2787
82.1 1.8493 4.48214 8.19433 11.8084 22.0024
82.2 1.83322 4.46535 8.0117 11.5866 21.5057
82.3 1.81363 4.43615 7.83634 11.367 20.8007
82.4 1.79105 4.39362 7.66749 11.1487 19.911
82.5 1.76612 4.33723 7.50411 10.9304 18.8706
82.6 1.73954 4.26687 7.34511 10.7112 17.7213
82.7 1.71209 4.18293 7.18953 10.4903 16.5096
82.8 1.6846 4.08633 7.03663 10.2677 15.2833
82.9 1.65787 3.97849 6.88601 10.0437 14.0879
83 1.63273 3.86133 6.73768 9.81939 12.963
83.1 1.60991 3.73726 6.59203 9.59638 11.9402
83.2 1.5901 3.60909 6.44978 9.37684 11.0405
83.3 1.57385 3.47992 6.31196 9.16337 10.2739
83.4 1.5616 3.35311 6.17979 8.9588 9.63941
83.5 1.5536 3.23209 6.05458 8.76604 9.12591
83.6 1.54993 3.12027 5.93765 8.58793 8.71448
83.7 1.55048 3.02086 5.8302 8.42705 8.38087
83.8 1.55493 2.93675 5.73332 8.2856 8.09849
83.9 1.56278 2.87035 5.64783 8.16527 7.84143
84 1.57335 2.82348 5.57433 8.06718 7.58716
84.1 1.58584 2.79722 5.51313 7.99179 7.3188
84.2 1.59932 2.79189 5.46427 7.93891 7.02653
84.3 1.61282 2.80695 5.42749 7.90767 6.70824
84.4 1.62536 2.84101 5.40228 7.89658 6.36929
84.5 1.63602 2.89188 5.38784 7.90353 6.02139
84.6 1.64399 2.95666 5.38312 7.92591 5.68088
84.7 1.64863 3.03185 5.38681 7.96064 5.36653
84.8 1.64951 3.11351 5.39736 8.00426 5.09713
84.9 1.64646 3.19746 5.41299 8.05306 4.88918
85 1.63956 3.27947 5.43169 8.1032 4.75488
85.1 1.62919 3.3555 5.45132 8.15077 4.70064
85.2 1.61596 3.42184 5.4696 8.19199 4.72626
85.3 1.60074 3.47534 5.4842 8.22334 4.82491
85.4 1.58455 3.51354 5.49284 8.24166 4.98374
85.5 1.56856 3.53474 5.49341 8.2443 5.18521
85.6 1.55394 3.53809 5.48402 8.22923 5.4089
85.7 1.54187 3.52358 5.46316 8.19518 5.63352
85.8 1.53337 3.49197 5.42979 8.14162 5.83904
85.9 1.5293 3.44473 5.3834 8.06886 6.0086
86 1.53023 3.38391 5.32407 7.978 6.13004
86.1 1.53644 3.31198 5.25248 7.87086 6.19692
86.2 1.54787 3.23165 5.1699 7.74991 6.20878
86.3 1.5641 3.14574 5.0781 7.6181 6.1709
86.4 1.58438 3.05701 4.97925 7.47868 6.09332
86.5 1.60768 2.96801 4.8758 7.33504 5.98941
86.6 1.63274 2.88099 4.7703 7.19048 5.87409
86.7 1.65814 2.79782 4.66524 7.04803 5.76194
86.8 1.68241 2.71995 4.56291 6.91029 5.6654
86.9 1.70414 2.64838 4.46521 6.77929 5.59316
87 1.72202 2.58372 4.3736 6.65645 5.54915
87.1 1.73499 2.5262 4.289 6.54249 5.53197
87.2 1.74229 2.47573 4.21177 6.4375 5.53501
87.3 1.74349 2.43201 4.14174 6.34101 5.54722
87.4 1.73855 2.39455 4.07831 6.25213 5.55431
87.5 1.72779 2.36278 4.02055 6.16969 5.54046
87.6 1.71187 2.33609 3.96732 6.09242 5.49025
87.7 1.69177 2.31388 3.91748 6.01915 5.39055
87.8 1.66867 2.29562 3.87 5.94894 5.2323
87.9 1.64386 2.28085 3.82411 5.88124 5.01191
88 1.6187 2.2692 3.77941 5.81595 4.73215
88.1 1.59445 2.2604 3.73591 5.75348 4.40236
88.2 1.57223 2.25427 3.69409 5.69473 4.0381
88.3 1.55293 2.2507 3.6548 5.64097 3.6601
88.4 1.53714 2.24966 3.61923 5.59378 3.29271
88.5 1.52514 2.25116 3.58875 5.55485 2.96185
88.6 1.51687 2.25525 3.56477 5.52577 2.69286
88.7 1.51197 2.26199 3.54857 5.50791 2.50828
88.8 1.50983 2.27142 3.54114 5.50218 2.42574
88.9 1.50961 2.28358 3.54304 5.50892 2.45635
89 1.51039 2.29844 3.55427 5.52776 2.60352
89.1 1.51116 2.31593 3.57424 5.55762 2.8625
89.2 1.511 2.33587 3.6017 5.59664 3.2205
89.3 1.50908 2.35798 3.63484 5.64233 3.65761
89.4 1.50477 2.38186 3.67134 5.69163 4.14825
89.5 1.49767 2.40698 3.70854 5.74114 4.66307
89.6 1.48765 2.43265 3.74356 5.78724 5.17125
89.7 1.47481 2.45811 3.77353 5.82642 5.64288
89.8 1.45954 2.48245 3.7958 5.85539 6.05119
89.9 1.44239 2.5047 3.80805 5.87138 6.37461
90 1.42411 2.52386 3.80851 5.87225 6.59836
90.1 1.40553 2.53895 3.79607 5.85666 6.71541
90.2 1.38752 2.54906 3.7703 5.82411 6.72687
90.3 1.3709 2.5534 3.73154 5.775 6.64168
90.4 1.35643 2.55136 3.68079 5.71054 6.47572
90.5 1.3447 2.54254 3.6197 5.63269 6.25027
90.6 1.33615 2.52683 3.55042 5.54403 5.99018
90.7 1.33099 2.50433 3.47544 5.44755 5.72174
90.8 1.32927 2.47546 3.39745 5.34649 5.47049
90.9 1.33079 2.44084 3.31916 5.24414 5.25913
91 1.33522 2.40133 3.24315 5.14363 5.10574
91.1 1.34205 2.35794 3.17173 5.04783 5.02242
91.2 1.35067 2.31179 3.10685 4.95914 5.01441
91.3 1.36038 2.26405 3.04998 4.87945 5.07988
91.4 1.37048 2.21586 3.00213 4.81007 5.21018
91.5 1.38024 2.16832 2.96382 4.75174 5.39076
91.6 1.38901 2.12242 2.9351 4.70465 5.60246
91.7 1.39619 2.07901 2.91562 4.66848 5.82316
91.8 1.40129 2.03881 2.90469 4.64255 6.02965
91.9 1.40396 2.00237 2.90136 4.62583 6.19948
92 1.40395 1.97012 2.90453 4.61715 6.31278
92.1 1.40121 1.94239 2.91297 4.61518 6.3537
92.2 1.39578 1.91938 2.92545 4.61862 6.31166
92.3 1.3879 1.90123 2.94074 4.6262 6.18196
92.4 1.37791 1.88803 2.95768 4.63674 5.96608
92.5 1.36631 1.87977 2.97516 4.6492 5.67139
92.6 1.35369 1.87642 2.9922 4.66262 5.31047
92.7 1.34073 1.87784 3.00786 4.67616 4.90008
92.8 1.32817 1.8838 3.0213 4.68904 4.45981
92.9 1.31678 1.89394 3.03175 4.70053 4.01069
93 1.3073 1.90774 3.03848 4.7099 3.57362
93.1 1.30043 1.92454 3.04087 4.71643 3.1681
93.2 1.29676 1.94348 3.03833 4.71935 2.81093
93.3 1.29675 1.96357 3.03039 4.71792 2.5154
93.4 1.3007 1.98366 3.01668 4.7114 2.29066
93.5 1.30871 2.00257 2.99698 4.6991 2.14146
93.6 1.32066 2.01907 2.97122 4.68045 2.06829
93.7 1.33622 2.03204 2.93954 4.65505 2.06774
93.8 1.35484 2.04051 2.90231 4.62273 2.13313
93.9 1.37578 2.04377 2.86009 4.5836 2.25527
94 1.39813 2.04141 2.8137 4.53807 2.42332
94.1 1.42089 2.03343 2.76412 4.4869 2.62562
94.2 1.44297 2.02019 2.71255 4.43118 2.85048
94.3 1.46331 2.00249 2.66029 4.37231 3.08675
94.4 1.4809 1.98145 2.60872 4.31189 3.32434
94.5 1.49483 1.9585 2.55921 4.25172 3.55446
94.6 1.50439 1.93524 2.51309 4.19363 3.76971
94.7 1.50908 1.9133 2.47154 4.13943 3.96405
94.8 1.50864 1.89424 2.43553 4.09072 4.13265
94.9 1.50306 1.87942 2.40579 4.04884 4.27165
95 1.4926 1.86981 2.38273 4.01476 4.37797
95.1 1.47775 1.86598 2.36646 3.98898 4.44908
95.2 1.4592 1.86797 2.35674 3.97151 4.48293
95.3 1.43781 1.87531 2.35299 3.96184 4.47794
95.4 1.41454 1.88703 2.35435 3.95899 4.43304
95.5 1.3904 1.90171 2.3597 3.96151 4.34785
95.6 1.3664 1.91763 2.36773 3.96762 4.22296
95.7 1.34348 1.93287 2.37699 3.9753 4.06009
95.8 1.32247 1.94549 2.386 3.98243 3.86239
95.9 1.30406 1.95368 2.3933 3.98688 3.63453
96 1.28876 1.9559 2.39753 3.98673 3.3828
96.1 1.27688 1.95104 2.39751 3.98032 3.11497
96.2 1.26854 1.93849 2.39231 3.96638 2.84007
96.3 1.26369 1.9182 2.38127 3.94413 2.56799
96.4 1.26208 1.89067 2.36407 3.91329 2.30898
96.5 1.26335 1.85694 2.34072 3.87413 2.07306
